,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
888,1578,No,2.9,No,8,No,3.0,0.9,200,1,20,342,670,3483.0,17,4.0,16,Yes,No,No,3
889,1829,No,1.7,No,0,No,36.0,0.8,112,5,1,291,563,1475.0,11,4.0,7,No,No,No,1
890,1132,No,1.0,No,0,No,8.0,0.1,157,1,4,1091,1293,1950.0,11,2.0,6,No,Yes,Yes,1
891,1652,No,0.6,Yes,4,Yes,40.0,1.0,198,7,6,352,1084,3592.0,7,,6,Yes,No,No,3
892,912,No,0.5,Yes,0,No,58.0,0.3,107,5,1,165,1723,3573.0,17,3.0,20,Yes,,No,3
893,1181,No,2.3,No,12,Yes,61.0,0.6,116,2,16,385,831,2020.0,6,0.0,18,Yes,Yes,No,1
894,1497,Yes,0.7,No,5,No,32.0,0.7,92,3,9,1920,1933,1329.0,6,1.0,7,Yes,Yes,No,2
895,1790,Yes,2.3,Yes,3,Yes,49.0,0.5,100,3,11,396,1980,3568.0,6,2.0,18,Yes,No,Yes,3
896,1742,Yes,1.6,No,3,No,49.0,0.8,100,1,9,1134,1469,1947.0,5,4.0,6,Yes,,Yes,2
897,1549,Yes,0.5,No,4,No,8.0,0.4,158,5,7,721,1514,1998.0,12,7.0,15,Yes,Yes,No,2
898,1372,Yes,2.7,No,7,No,34.0,0.4,193,4,17,687,937,725.0,11,3.0,20,Yes,No,No,0
899,1112,No,0.5,No,0,Yes,12.0,0.9,190,4,6,777,1119,3302.0,11,0.0,20,Yes,Yes,Yes,3
900,1005,No,0.5,No,0,No,46.0,0.4,133,8,17,176,1556,3884.0,17,0.0,20,No,Yes,Yes,3
901,783,Yes,1.7,Yes,9,Yes,27.0,0.3,150,6,11,458,1263,1185.0,15,4.0,6,Yes,Yes,Yes,0
902,1698,No,2.5,No,10,Yes,26.0,0.4,105,2,18,485,1819,1656.0,5,3.0,17,Yes,No,Yes,2
903,899,Yes,2.7,No,3,Yes,,0.3,192,4,11,641,1638,2870.0,19,16.0,10,Yes,No,Yes,2
904,1062,No,1.5,No,3,No,45.0,0.2,151,3,4,798,1435,911.0,14,2.0,9,No,No,No,0
905,989,Yes,2.0,No,4,No,17.0,0.2,166,3,19,256,1394,3892.0,18,,19,Yes,Yes,No,3
906,1983,Yes,1.2,Yes,6,Yes,27.0,0.6,125,1,11,370,1197,3897.0,12,10.0,10,Yes,Yes,Yes,3
907,1800,Yes,3.0,No,5,No,53.0,0.3,87,1,12,191,1108,656.0,14,10.0,18,No,No,Yes,0
908,1254,No,1.7,No,0,Yes,45.0,0.4,146,3,3,1571,1956,606.0,7,2.0,2,Yes,Yes,Yes,1
909,868,No,1.7,No,0,No,30.0,0.8,83,4,0,276,1026,1653.0,11,7.0,17,Yes,No,No,1
910,1205,No,0.5,Yes,3,No,12.0,0.6,175,4,6,573,614,,14,1.0,14,Yes,No,Yes,0
911,1284,Yes,2.8,Yes,0,No,10.0,0.9,155,2,14,160,516,2197.0,16,2.0,9,No,Yes,Yes,1
912,626,No,0.7,Yes,2,Yes,23.0,0.5,187,2,9,90,1334,3458.0,7,5.0,11,Yes,No,Yes,2
913,1763,No,2.9,Yes,1,Yes,53.0,0.2,101,4,20,138,806,2066.0,12,9.0,17,Yes,Yes,Yes,1
914,694,Yes,1.8,Yes,15,No,36.0,0.4,193,4,20,983,1230,3676.0,12,8.0,5,Yes,No,Yes,3
915,1265,No,0.6,Yes,4,Yes,49.0,0.5,90,1,5,275,687,1518.0,16,11.0,8,Yes,No,Yes,1
916,816,Yes,0.5,No,4,No,14.0,0.9,198,3,13,149,558,1018.0,17,10.0,15,Yes,No,No,0
917,904,No,1.8,No,3,Yes,,0.4,168,3,4,42,507,1360.0,15,12.0,11,Yes,No,No,0
918,979,No,0.5,Yes,0,Yes,5.0,0.5,164,7,2,793,1670,3449.0,5,2.0,14,Yes,No,No,3
919,1531,No,2.0,No,0,Yes,60.0,0.4,162,6,1,625,765,2524.0,13,11.0,7,Yes,No,No,2
920,934,No,2.0,Yes,2,No,30.0,0.7,182,8,15,521,1190,703.0,10,8.0,7,No,No,Yes,0
921,1624,Yes,2.6,Yes,0,No,58.0,1.0,200,3,11,1530,1744,1251.0,13,4.0,18,No,Yes,Yes,1
922,874,No,1.3,No,5,No,8.0,0.5,185,1,20,442,1248,582.0,6,4.0,15,No,No,No,0
923,1027,Yes,2.2,No,0,No,63.0,0.8,102,5,4,152,714,1732.0,8,5.0,13,No,Yes,Yes,1
924,1966,No,0.8,Yes,15,Yes,48.0,0.2,144,1,16,1242,1973,1252.0,6,4.0,19,Yes,Yes,Yes,2
925,1048,Yes,1.5,No,2,Yes,29.0,1.0,182,1,4,29,1670,2146.0,11,10.0,2,Yes,No,No,1
926,1496,Yes,1.9,Yes,13,No,38.0,0.1,126,4,14,501,506,1927.0,17,4.0,6,No,No,Yes,1
927,959,Yes,1.7,No,15,No,13.0,0.4,155,4,16,87,736,3328.0,10,9.0,10,Yes,Yes,Yes,2
928,1349,Yes,2.2,Yes,5,No,55.0,0.1,105,7,7,648,1019,2462.0,15,7.0,17,Yes,,Yes,2
929,1689,Yes,2.4,Yes,0,Yes,13.0,0.9,168,2,9,521,674,1172.0,12,11.0,17,Yes,Yes,Yes,0
930,1558,Yes,2.4,No,0,Yes,27.0,0.1,146,1,1,120,1409,3598.0,9,2.0,12,Yes,No,Yes,3
931,582,No,0.5,Yes,3,No,27.0,0.2,168,3,10,985,1420,2437.0,19,2.0,2,Yes,Yes,Yes,2
932,1485,No,2.8,No,3,Yes,,0.1,138,4,14,341,774,3271.0,14,12.0,8,Yes,Yes,No,3
933,1991,Yes,1.8,No,11,No,9.0,0.7,94,3,12,751,1377,1511.0,17,8.0,9,No,No,No,1
934,553,No,0.5,Yes,2,Yes,23.0,0.5,119,3,3,993,1517,2981.0,7,3.0,14,Yes,No,No,2
935,1231,No,0.7,Yes,2,No,7.0,0.9,113,1,7,43,1663,3119.0,9,4.0,15,Yes,Yes,No,3
936,805,No,0.8,No,1,No,34.0,0.6,88,6,2,1262,1538,3647.0,18,11.0,9,Yes,No,Yes,3
937,764,Yes,1.2,Yes,1,No,13.0,1.0,152,8,2,361,511,3148.0,18,7.0,6,Yes,Yes,No,2
938,894,No,0.9,No,5,Yes,54.0,0.2,130,3,15,104,541,,11,5.0,13,Yes,No,Yes,2
939,1589,No,2.6,No,9,No,46.0,0.4,84,3,16,618,940,,11,9.0,20,Yes,Yes,No,2
940,1456,No,1.6,Yes,9,Yes,39.0,0.1,80,8,10,815,1666,3998.0,6,3.0,13,Yes,Yes,No,3
941,743,No,0.5,Yes,0,Yes,33.0,0.3,95,2,1,1587,1659,316.0,19,10.0,4,Yes,No,No,0
942,1061,Yes,2.1,No,3,Yes,52.0,0.1,109,7,4,138,1330,999.0,16,12.0,9,Yes,Yes,No,0
943,1428,Yes,1.6,No,0,No,7.0,0.1,153,4,2,584,983,1808.0,12,8.0,13,No,Yes,No,1
944,674,Yes,2.8,Yes,0,Yes,8.0,0.2,93,3,0,750,772,589.0,18,6.0,4,Yes,Yes,No,0
945,832,No,1.1,No,0,Yes,,0.3,93,6,0,820,1366,3317.0,8,,19,Yes,Yes,No,3
946,1625,Yes,0.5,Yes,2,Yes,50.0,0.1,107,8,17,8,1219,670.0,16,3.0,8,Yes,No,No,0
947,907,No,1.4,Yes,3,No,42.0,0.2,151,1,16,171,507,584.0,11,9.0,6,Yes,No,No,0
948,1631,No,0.5,No,2,Yes,13.0,0.5,166,2,16,960,1735,2173.0,12,3.0,8,Yes,,No,2
949,1584,Yes,1.3,No,6,No,41.0,0.6,135,4,15,160,1291,1561.0,10,5.0,17,No,No,Yes,1
950,1382,Yes,0.5,No,7,Yes,,0.3,199,2,18,612,719,2073.0,16,7.0,9,Yes,No,Yes,1
951,633,Yes,1.4,No,0,Yes,46.0,0.7,102,6,10,709,1915,1401.0,19,14.0,11,Yes,Yes,No,1
952,1444,Yes,2.1,No,9,No,38.0,0.4,104,7,16,624,917,3764.0,14,9.0,10,No,,No,3
953,852,Yes,1.6,Yes,6,Yes,54.0,0.4,147,5,7,538,730,1275.0,13,7.0,12,Yes,No,Yes,0
954,922,Yes,0.7,No,0,Yes,47.0,1.0,157,8,14,1295,1808,1464.0,17,4.0,12,Yes,,Yes,1
955,1745,No,1.5,Yes,4,Yes,57.0,0.1,159,3,16,1164,1908,2885.0,13,11.0,5,Yes,Yes,Yes,3
956,862,No,2.3,No,9,Yes,,0.1,107,8,14,829,1977,3458.0,9,4.0,9,Yes,Yes,Yes,3
957,1754,Yes,2.1,Yes,1,Yes,52.0,1.0,101,4,3,199,1452,3019.0,11,6.0,19,Yes,No,Yes,3
958,1008,No,2.5,No,3,No,36.0,1.0,109,1,14,825,1972,1083.0,6,4.0,6,No,No,No,1
959,1569,No,0.5,Yes,3,No,33.0,0.2,147,1,13,519,930,3538.0,18,1.0,15,Yes,No,Yes,3
960,1596,No,2.9,Yes,7,No,7.0,0.7,149,2,9,169,1190,,14,12.0,13,Yes,Yes,Yes,2
961,1807,Yes,0.5,Yes,2,Yes,61.0,0.1,134,6,6,1734,1968,3726.0,8,5.0,15,Yes,No,No,3
962,1660,No,2.8,Yes,4,No,7.0,0.8,184,1,6,76,1165,1531.0,12,0.0,7,No,No,No,1
963,1861,Yes,0.9,No,4,Yes,55.0,0.5,148,7,8,1698,1877,601.0,7,5.0,4,Yes,No,No,1
964,648,No,1.9,Yes,4,No,8.0,1.0,91,5,19,819,1997,2991.0,8,7.0,4,No,No,Yes,2
965,1379,No,0.5,Yes,1,No,,0.3,134,8,17,387,671,3912.0,11,2.0,19,No,Yes,Yes,3
966,1910,Yes,1.7,No,0,No,34.0,0.6,115,2,0,985,1284,309.0,8,4.0,10,No,No,Yes,0
967,1807,No,2.0,Yes,0,Yes,13.0,0.5,155,8,0,970,974,323.0,9,3.0,3,Yes,Yes,Yes,0
968,1923,No,0.5,Yes,7,No,46.0,0.5,191,1,10,767,1759,1489.0,10,9.0,3,Yes,Yes,Yes,1
969,1345,Yes,3.0,No,7,Yes,38.0,0.1,162,3,11,512,1465,1322.0,9,2.0,15,Yes,No,No,1
970,904,No,1.6,Yes,5,Yes,14.0,0.2,102,8,9,56,760,1846.0,7,0.0,3,Yes,No,Yes,1
971,1239,No,1.2,Yes,5,Yes,52.0,0.9,122,2,10,590,661,417.0,8,0.0,6,Yes,No,Yes,0
972,1330,No,0.9,No,6,Yes,52.0,0.8,84,4,12,462,1304,3269.0,19,6.0,8,Yes,Yes,No,3
973,516,Yes,0.7,Yes,1,No,30.0,0.9,138,1,12,126,698,3731.0,17,13.0,15,No,No,No,2
974,672,Yes,0.5,Yes,0,No,54.0,0.9,95,4,11,578,1143,667.0,17,8.0,14,No,No,No,0
975,892,Yes,0.5,No,0,Yes,47.0,0.4,94,1,18,655,1782,1241.0,12,3.0,9,Yes,No,Yes,1
976,1778,No,0.5,No,0,Yes,23.0,0.5,101,6,11,1028,1445,3941.0,19,6.0,13,Yes,No,No,3
977,1130,Yes,2.5,No,4,Yes,58.0,0.1,132,5,14,88,1261,1018.0,17,1.0,16,Yes,No,No,0
978,1359,No,0.6,No,4,No,59.0,0.3,86,2,6,1692,1902,3142.0,19,3.0,17,No,Yes,Yes,3
979,1866,Yes,2.5,Yes,3,Yes,47.0,0.8,89,5,9,358,1782,1444.0,7,4.0,20,Yes,No,No,1
980,1597,No,2.3,No,11,No,34.0,0.4,89,1,14,64,1667,934.0,16,10.0,9,No,Yes,No,0
981,1046,Yes,2.8,Yes,0,Yes,58.0,0.2,100,8,0,259,1040,3863.0,17,12.0,9,Yes,Yes,Yes,3
982,1035,No,0.6,Yes,2,Yes,44.0,0.5,99,3,3,236,1960,3506.0,14,5.0,12,Yes,Yes,No,3
983,1175,Yes,1.3,No,2,No,19.0,0.3,164,7,9,873,1394,1944.0,9,4.0,9,Yes,Yes,No,1
984,1261,Yes,0.5,Yes,0,Yes,11.0,0.2,90,4,0,858,1591,348.0,14,9.0,14,Yes,No,Yes,0
985,1068,No,0.7,Yes,9,No,51.0,0.5,124,4,15,1405,1910,550.0,12,8.0,6,Yes,Yes,No,0
986,1713,No,3.0,Yes,5,Yes,20.0,0.9,104,7,17,237,890,971.0,11,10.0,10,Yes,No,No,0
987,1688,No,2.5,No,0,Yes,21.0,0.2,170,7,0,650,864,3984.0,17,14.0,8,Yes,Yes,Yes,3
988,1413,Yes,0.5,Yes,4,Yes,45.0,0.4,104,5,6,1949,1994,2973.0,17,8.0,15,Yes,No,Yes,3
989,559,Yes,0.5,No,10,No,11.0,0.4,82,5,14,541,823,2019.0,10,4.0,16,Yes,Yes,Yes,1
990,1483,Yes,2.6,Yes,13,No,19.0,0.6,146,7,19,361,1552,1587.0,9,4.0,19,No,No,No,1
991,860,Yes,1.6,Yes,13,No,,0.5,187,7,18,335,1463,1870.0,17,2.0,18,Yes,No,No,1
992,1090,No,1.3,Yes,5,No,27.0,0.1,91,4,16,1638,1910,1352.0,5,1.0,11,No,Yes,No,1
993,686,Yes,0.5,No,11,No,3.0,0.3,91,6,15,1109,1392,570.0,7,6.0,19,No,Yes,No,0
994,818,No,1.3,No,14,No,43.0,0.9,177,6,15,111,510,546.0,12,6.0,7,Yes,Yes,Yes,0
995,1456,No,1.6,Yes,5,No,49.0,0.2,193,3,20,1285,1427,3624.0,12,11.0,16,Yes,Yes,No,3
996,774,No,0.5,Yes,2,Yes,10.0,0.5,188,2,9,1480,1731,2944.0,8,6.0,2,Yes,Yes,Yes,2
997,1068,No,0.5,Yes,0,Yes,19.0,0.9,197,8,9,322,875,1209.0,19,12.0,12,Yes,Yes,No,0
998,1373,Yes,1.9,Yes,1,Yes,29.0,0.9,141,6,12,1220,1348,2752.0,15,2.0,7,Yes,Yes,Yes,3
999,1777,Yes,3.0,No,3,No,20.0,0.6,188,6,5,511,616,3868.0,5,1.0,7,No,Yes,Yes,3
1000,594,No,0.8,No,2,Yes,28.0,0.1,132,5,3,1011,1263,3087.0,16,4.0,4,Yes,Yes,Yes,2
1001,1524,No,2.6,Yes,5,No,57.0,0.5,124,2,12,629,635,947.0,11,4.0,16,No,Yes,Yes,0
1002,511,Yes,0.6,Yes,12,No,50.0,0.1,175,3,16,140,622,1484.0,9,7.0,8,Yes,No,No,0
1003,1402,Yes,0.6,Yes,3,No,46.0,0.3,87,7,12,1081,1767,347.0,17,0.0,12,Yes,No,Yes,0
1004,965,Yes,0.5,No,15,No,53.0,1.0,131,8,19,297,653,,12,6.0,8,Yes,No,No,2
1005,1270,Yes,2.3,No,0,No,58.0,0.5,104,5,1,1512,1716,3299.0,13,4.0,16,No,No,Yes,3
1006,919,No,0.5,Yes,11,No,13.0,0.3,159,1,15,275,570,1028.0,8,4.0,17,Yes,No,No,0
1007,1963,Yes,1.0,No,16,Yes,34.0,0.1,157,2,17,1136,1813,714.0,18,2.0,2,Yes,No,Yes,1
1008,1977,No,1.3,Yes,2,No,,0.4,173,8,6,1145,1356,2641.0,8,2.0,7,No,No,No,3
1009,1881,No,2.2,No,4,No,51.0,0.3,158,5,7,477,1553,1229.0,12,0.0,14,Yes,No,No,1
1010,683,No,0.7,No,5,No,19.0,0.9,173,4,17,954,1985,2622.0,16,3.0,5,No,No,Yes,2
1011,772,No,2.6,Yes,7,No,,0.1,100,2,10,741,1471,929.0,13,6.0,18,No,Yes,Yes,0
1012,536,Yes,1.4,No,0,Yes,53.0,0.7,135,3,0,547,705,1211.0,15,10.0,7,Yes,No,Yes,0
1013,1694,No,1.8,No,0,No,53.0,1.0,186,6,0,1194,1208,1653.0,7,5.0,6,Yes,No,No,2
1014,1633,No,1.7,Yes,3,Yes,33.0,0.9,111,2,19,146,906,511.0,9,0.0,7,Yes,Yes,No,0
1015,1371,No,0.5,No,4,No,52.0,0.5,167,4,19,471,663,3034.0,13,6.0,8,No,No,No,2
1016,551,Yes,2.8,No,0,Yes,54.0,0.1,172,7,15,169,1916,1414.0,6,1.0,19,Yes,No,Yes,0
1017,1221,No,0.5,No,1,Yes,28.0,0.5,139,1,7,1895,1976,2438.0,13,11.0,10,Yes,Yes,Yes,3
1018,1000,Yes,0.5,No,12,No,63.0,0.7,179,8,18,1537,1761,3744.0,11,1.0,7,No,No,Yes,3
1019,1986,No,2.7,Yes,3,Yes,64.0,0.2,162,4,20,236,1520,1377.0,5,3.0,15,Yes,Yes,Yes,1
1020,1119,No,0.5,Yes,0,Yes,23.0,0.4,164,4,1,821,915,3520.0,7,4.0,7,Yes,No,No,3
1021,1699,No,0.5,Yes,1,No,59.0,0.5,97,4,3,466,1768,3796.0,17,10.0,12,No,Yes,Yes,3
1022,1099,No,0.5,No,13,Yes,61.0,0.3,146,3,20,393,1096,1699.0,17,,3,Yes,Yes,Yes,1
1023,1576,No,2.6,No,7,No,58.0,0.2,90,3,16,400,631,336.0,14,8.0,13,Yes,Yes,Yes,0
1024,950,Yes,0.5,No,9,No,55.0,0.1,156,5,10,774,843,1095.0,14,12.0,13,No,Yes,No,0
1025,1081,Yes,2.5,Yes,13,No,49.0,1.0,99,3,17,284,519,325.0,9,1.0,6,No,No,Yes,0
1026,606,No,2.5,No,1,Yes,53.0,0.2,146,4,2,465,1152,1223.0,19,12.0,7,Yes,No,No,0
1027,502,No,1.5,Yes,7,No,37.0,0.2,199,2,12,705,1810,1649.0,6,1.0,14,No,Yes,No,1
1028,957,Yes,0.7,No,0,Yes,4.0,0.1,160,2,0,38,1682,1898.0,12,4.0,3,Yes,Yes,No,1
1029,1658,Yes,1.4,Yes,0,Yes,38.0,0.3,159,5,0,51,739,2609.0,12,11.0,19,Yes,No,No,2
1030,1681,Yes,2.5,Yes,6,No,18.0,0.3,167,1,7,850,1005,2265.0,5,3.0,20,Yes,Yes,Yes,2
1031,1983,Yes,0.5,Yes,3,No,,1.0,87,6,10,349,676,2775.0,9,4.0,3,No,Yes,Yes,2
1032,1753,No,1.2,No,8,Yes,12.0,0.9,113,7,17,387,1595,1445.0,17,16.0,12,Yes,Yes,Yes,1
1033,1632,Yes,1.4,No,0,No,,0.1,132,4,1,706,1623,2614.0,5,4.0,15,Yes,No,No,2
1034,1949,Yes,1.4,No,7,No,57.0,0.3,145,7,11,951,1178,356.0,5,3.0,19,No,No,No,0
1035,1696,No,1.7,No,1,No,13.0,,97,3,2,179,772,523.0,5,0.0,4,No,Yes,Yes,0
1036,688,No,2.5,Yes,0,No,57.0,0.8,131,7,3,426,1964,3745.0,17,1.0,4,No,Yes,No,3
1037,1104,No,1.7,No,1,Yes,60.0,0.4,199,2,13,653,1413,1229.0,6,0.0,3,Yes,Yes,Yes,0
1038,1122,No,2.8,No,0,No,28.0,0.6,184,3,4,1578,1963,1402.0,14,10.0,3,No,Yes,No,1
1039,504,Yes,0.5,Yes,2,Yes,46.0,0.9,172,5,14,280,1795,2085.0,13,5.0,8,Yes,No,No,1
1040,1154,No,0.5,No,12,Yes,14.0,0.7,156,7,14,251,1801,587.0,8,3.0,4,Yes,Yes,Yes,0
1041,1727,No,2.1,No,2,Yes,63.0,0.6,85,7,8,1463,1992,2457.0,19,13.0,7,Yes,No,Yes,3
1042,1674,No,2.8,Yes,0,Yes,52.0,0.2,89,3,7,1432,1649,2030.0,7,0.0,6,Yes,No,No,2
1043,1948,No,2.8,Yes,5,Yes,18.0,0.2,135,2,14,477,571,816.0,16,2.0,3,Yes,No,No,0
1044,1218,Yes,2.8,Yes,3,No,39.0,0.8,150,7,14,1122,1746,1667.0,10,0.0,12,No,No,No,1
1045,531,No,1.1,No,10,No,63.0,0.7,189,7,14,145,1903,2958.0,17,1.0,19,No,Yes,No,2
1046,1057,No,2.1,No,4,No,5.0,0.5,154,5,13,416,1055,3705.0,6,4.0,13,Yes,No,No,3
1047,576,No,1.2,No,1,No,30.0,0.8,162,8,5,847,893,2800.0,11,6.0,16,No,,Yes,2
1048,1960,Yes,2.1,No,1,No,7.0,0.2,165,7,9,868,877,3773.0,11,9.0,6,No,Yes,Yes,3
1049,673,Yes,1.7,Yes,3,Yes,22.0,0.1,88,1,5,594,1088,2050.0,7,2.0,17,Yes,Yes,No,1
1050,718,No,0.7,Yes,0,Yes,21.0,0.8,88,1,7,518,830,1754.0,17,11.0,9,Yes,No,Yes,1
1051,864,No,1.7,No,3,Yes,35.0,0.3,103,3,7,663,1805,1904.0,12,8.0,13,Yes,Yes,Yes,1
1052,547,No,1.9,Yes,1,No,37.0,0.4,154,5,4,371,541,2705.0,17,3.0,10,Yes,Yes,No,1
1053,623,Yes,0.9,No,1,Yes,3.0,0.1,102,8,7,1749,1781,3537.0,16,13.0,3,Yes,No,Yes,3
1054,1793,No,0.7,Yes,11,No,27.0,0.4,154,5,13,586,722,1370.0,16,3.0,19,Yes,No,Yes,1
1055,1720,Yes,0.7,Yes,0,No,19.0,0.1,137,2,3,409,646,1222.0,13,2.0,7,No,No,No,1
1056,812,No,0.5,Yes,1,No,64.0,1.0,106,4,7,35,1309,3102.0,6,0.0,2,No,No,No,2
1057,980,Yes,0.5,No,0,Yes,33.0,0.9,160,6,0,1008,1758,2268.0,7,5.0,4,Yes,Yes,No,2
1058,643,No,1.0,No,9,Yes,18.0,0.2,187,8,12,442,1079,2648.0,7,5.0,18,Yes,Yes,Yes,1
1059,1925,No,3.0,Yes,0,Yes,16.0,0.8,175,8,11,983,1087,2173.0,7,3.0,19,Yes,Yes,No,2
1060,1408,Yes,2.5,No,3,No,32.0,0.1,151,4,6,875,982,3162.0,19,18.0,3,Yes,No,No,3
1061,1522,Yes,0.7,Yes,4,No,28.0,0.2,124,1,5,952,1191,1368.0,14,5.0,17,Yes,No,Yes,1
1062,587,Yes,2.5,No,16,Yes,51.0,0.6,111,1,17,244,1361,2746.0,10,4.0,7,Yes,No,Yes,2
1063,1959,No,0.5,Yes,5,No,18.0,0.7,191,6,20,65,1055,619.0,7,4.0,8,Yes,Yes,Yes,0
1064,1872,No,0.5,Yes,3,No,17.0,0.7,89,6,6,1749,1767,724.0,17,3.0,9,Yes,,Yes,1
1065,1043,Yes,0.5,No,7,No,,0.1,111,3,8,716,1626,912.0,16,9.0,6,No,Yes,No,0
1066,1809,No,0.5,No,6,No,23.0,0.7,123,6,19,433,1661,,12,6.0,20,Yes,,Yes,3
1067,1703,Yes,0.5,No,5,Yes,23.0,0.2,92,6,7,134,521,793.0,7,3.0,17,Yes,Yes,No,0
1068,1095,Yes,0.5,No,4,No,45.0,0.5,197,1,5,179,1247,560.0,9,1.0,10,Yes,Yes,No,0
1069,1414,No,2.6,No,1,No,27.0,0.6,137,4,20,804,1564,312.0,5,,8,No,No,Yes,0
1070,1659,Yes,2.5,No,2,No,41.0,0.1,88,7,18,787,1515,545.0,12,0.0,9,No,Yes,Yes,0
1071,1540,No,0.7,Yes,1,No,60.0,0.8,197,7,12,704,822,1591.0,19,0.0,2,Yes,No,Yes,1
1072,1342,No,1.0,No,0,Yes,,0.6,86,7,1,991,1638,2746.0,15,5.0,10,Yes,Yes,No,3
1073,1189,Yes,2.3,No,13,No,8.0,0.5,198,3,14,379,932,893.0,9,6.0,13,Yes,Yes,No,0
1074,518,Yes,2.4,No,0,Yes,62.0,0.6,128,6,0,489,710,2514.0,16,12.0,7,Yes,Yes,Yes,1
1075,1449,No,0.8,Yes,3,Yes,10.0,0.2,144,1,12,1518,1883,1032.0,10,0.0,8,Yes,Yes,Yes,1
1076,516,No,1.1,Yes,0,Yes,39.0,0.4,91,5,7,855,1401,819.0,8,0.0,10,Yes,Yes,Yes,0
1077,1569,No,0.8,Yes,8,No,59.0,0.9,111,3,16,1261,1383,3672.0,15,2.0,15,Yes,No,Yes,3
1078,1312,Yes,0.8,Yes,0,No,24.0,0.9,156,6,0,115,1791,3833.0,14,13.0,17,No,Yes,No,3
1079,1893,Yes,0.5,Yes,1,No,23.0,0.1,179,8,3,1203,1432,,15,7.0,17,No,Yes,No,2
1080,1076,No,2.5,No,3,No,14.0,0.2,105,5,4,545,1300,2043.0,7,5.0,14,No,No,No,1
1081,530,Yes,2.6,No,1,No,40.0,0.9,118,6,2,818,1090,1229.0,16,11.0,2,No,Yes,No,0
1082,1044,Yes,2.8,Yes,7,No,33.0,0.6,129,4,13,42,1262,1816.0,17,16.0,15,Yes,No,Yes,1
1083,1330,No,1.1,No,11,No,37.0,0.7,126,7,20,1103,1637,2166.0,10,1.0,4,Yes,No,No,2
1084,1836,No,1.1,Yes,0,No,14.0,0.7,104,5,1,168,1068,2469.0,18,6.0,7,Yes,Yes,Yes,2
1085,1741,Yes,0.5,No,1,Yes,55.0,0.1,140,5,3,719,755,2575.0,13,10.0,7,Yes,Yes,Yes,2
1086,1869,No,2.6,No,0,Yes,30.0,0.4,152,1,13,163,874,1375.0,15,3.0,19,Yes,No,No,1
1087,1331,No,0.5,No,8,No,55.0,0.9,146,3,15,1162,1531,1732.0,6,2.0,11,Yes,No,Yes,1
1088,1655,Yes,0.5,Yes,6,Yes,4.0,0.1,105,3,12,626,1348,673.0,10,3.0,12,Yes,No,No,0
1089,605,No,1.5,No,9,Yes,18.0,0.9,162,2,14,329,656,2301.0,15,9.0,8,Yes,No,No,1
1090,1245,Yes,0.6,No,2,No,30.0,0.7,105,5,3,330,1434,2676.0,17,8.0,7,Yes,No,No,2
1091,1709,Yes,0.8,No,8,Yes,58.0,0.8,136,2,10,956,1292,1781.0,18,3.0,17,Yes,No,No,2
1092,846,Yes,2.6,No,0,Yes,58.0,0.1,123,4,15,1140,1983,2248.0,16,8.0,13,Yes,No,No,2
1093,1403,Yes,2.5,Yes,3,No,62.0,0.9,90,4,13,217,1623,921.0,14,13.0,18,Yes,,No,0
1094,688,Yes,1.5,No,0,No,2.0,1.0,89,3,2,271,869,391.0,5,2.0,8,Yes,Yes,Yes,0
1095,775,Yes,2.5,Yes,1,Yes,10.0,0.1,185,7,14,444,1555,1719.0,19,3.0,18,Yes,Yes,Yes,1
1096,1154,No,2.0,No,6,Yes,,0.8,159,5,16,1003,1827,3262.0,16,15.0,16,Yes,No,No,3
1097,1375,No,0.5,Yes,2,Yes,35.0,0.1,194,2,3,227,772,1947.0,15,13.0,15,Yes,Yes,Yes,1
1098,1827,Yes,0.8,No,4,No,61.0,0.9,130,7,9,253,1764,,8,3.0,7,No,Yes,Yes,3
1099,1697,No,0.5,No,0,Yes,60.0,0.1,90,4,0,88,1046,441.0,15,1.0,11,Yes,Yes,No,0
1100,741,No,1.5,No,1,No,14.0,0.3,178,5,13,334,594,1886.0,19,11.0,9,Yes,Yes,Yes,0
1101,1672,Yes,0.5,Yes,13,Yes,32.0,0.7,174,1,20,1281,1896,,17,4.0,20,Yes,Yes,No,1
1102,514,Yes,0.7,No,4,No,57.0,0.1,186,3,7,168,1320,687.0,6,0.0,20,Yes,Yes,Yes,0
1103,1375,Yes,1.3,Yes,2,No,12.0,0.1,105,1,13,898,1687,2890.0,17,1.0,12,No,No,No,3
1104,989,Yes,1.8,Yes,4,Yes,55.0,0.7,124,1,12,46,1069,1737.0,8,5.0,10,Yes,No,Yes,1
1105,1510,Yes,2.5,Yes,11,No,47.0,0.7,138,2,13,118,1170,887.0,18,6.0,5,No,No,No,0
1106,1266,No,2.6,No,1,No,18.0,0.4,86,7,2,1187,1595,398.0,16,8.0,3,Yes,Yes,Yes,0
1107,1396,No,2.4,Yes,0,No,46.0,0.1,138,7,1,1191,1347,2389.0,7,3.0,15,No,No,Yes,2
1108,808,No,2.3,No,3,No,45.0,0.8,161,1,9,526,1324,3431.0,15,6.0,13,No,Yes,Yes,3
1109,1542,No,2.3,No,1,No,43.0,,182,2,11,346,966,3601.0,14,4.0,16,No,No,No,3
